,id.row,row.order,disease,multi.disease.flag,geocode.flag,country..source.,region..source.,affected.locations,years,date,cases..total.,cases..human.,cases..animal.,deaths..total.,deaths..human.,deaths..animal.,population,source,notes,setting,clinical,pathogen,lon,lat
5622,5622,17193,salmonellosis,0,0,usa,multiple states,,1998,,34,34,,,,,,sprouts,"Outbreak of Salmonella Havana, Salmonella Cubana, and Salmonella Tennessee infection involving multiple states was ascribed to alfalfa sprouts.",,,multiple,-95.712891,37.09024
5623,5623,17194,salmonellosis,0,0,usa,Louisiana,,1998,,63,63,,,,,,,Outbreak ascribed to a meat-based rice dressing.,,,Infantis,-91.9623327,30.9842977
5624,5624,17195,salmonellosis,0,0,usa,California,,1998,,18,18,,,,,,sprouts,Outbreak associated with alfalfa sprouts.,,,,-119.4179324,36.778261
5625,5625,17196,salmonellosis,0,0,usa,Alabama,,1998,,150,,,1,,,,meat - pork,,barbecue,,,-86.902298,32.3182314
5626,5626,17197,salmonellosis,0,0,usa,8 states,,1999,,86,,,,,,,vegetable - tomatoes,Outbreak involved 8 states.,,,Baildon,-95.712891,37.09024
5627,5627,17198,salmonellosis,0,0,usa,multiple states,,1999,,175,175,,,,,,sprouts,Outbreak involving multiple states was traced to alfalfa sprouts.,,,Muenchen,-95.712891,37.09024
5628,5628,17199,salmonellosis,0,0,usa,Alabama,,1999,,170,,,,,,,,,restaurant,,Bredeney,-86.902298,32.3182314
5629,5629,17200,salmonellosis,0,0,usa,Florida,,1999,,124,,,,,,,water,,,,Typhimurium,-81.5157535,27.6648274
5630,5630,17201,salmonellosis,0,0,usa,,,1999,,10,,,,,,,juice - orange,,,,Anatum,-95.712891,37.09024
5631,5631,17202,salmonellosis,0,0,usa,California,"Oregon, Washington",1999,,89,89,,,,,,sprouts,"Outbreak in Oregon, Washington, and California was ascribed to alfalfa sprouts grown in California.",,,Mbandaka,-119.4179324,36.778261
5632,5632,,salmonellosis,0,0,usa,California,,1999,,,y,,,,,,sprouts,"""",,,Mbandaka,-119.4179324,36.778261
5633,5633,,salmonellosis,0,0,usa,California,Oregon,1999,,,y,,,,,,sprouts,"""",,,Mbandaka,-119.4179324,36.778261
5634,5634,,salmonellosis,0,0,usa,California,Washington,1999,,,y,,,,,,sprouts,"""",,,Mbandaka,-119.4179324,36.778261
5635,5635,17204,salmonellosis,0,0,usa,Florida,,1999 - 2005,,67,67,,,,,,,Outbreak involved 16 health care facilities.,nosocomial,,Senftenberg,-81.5157535,27.6648274
5636,5636,17205,salmonellosis,0,0,usa,Florida,,1999 - 2001,,22,,,,,,,,,long term care facility,,Senftenberg,-81.5157535,27.6648274
5637,5637,17206,salmonellosis,0,0,usa,multiple locations,,1999,,,,,,,,,,Outbreak associated with chicks and ducklings was reported in Michigan and Missouri.,,,,-95.712891,37.09024
5638,5638,,salmonellosis,0,0,usa,Michigan,,1999,,,,,,,,,,"""",,,,-85.6023643,44.3148443
5639,5639,,salmonellosis,0,0,usa,Missouri,,1999,,,,,,,,,,"""",,,,-91.8318334,37.9642529
5640,5640,17207,salmonellosis,0,0,usa,multiple locations,,1999,,170,170,,,,,,sprouts,Outbreak in California (30 cases) and Colorado (70 cases) was caused by clover spouts.,,,,-95.712891,37.09024
5641,5641,,salmonellosis,0,0,usa,California,,1999,,30,30,,,,,,sprouts,"""",,,,-119.4179324,36.778261
5642,5642,,salmonellosis,0,0,usa,Colorado,,1999,,70,70,,,,,,sprouts,"""",,,,-105.7820674,39.5500507
5643,5643,17209,salmonellosis,0,0,usa,multiple locations,,1999,,20,,,,,,,,"Outbreaks associated with veterinary facilities in Idaho (10 cases), Minnesota (7 cases), and Washington (3 cases).",veterinary facility,,Typhimurium,-95.712891,37.09024
5644,5644,,salmonellosis,0,0,usa,Idaho,,1999,,10,,,,,,,,"""",,,Typhimurium,-114.7420408,44.0682019
5645,5645,,salmonellosis,0,0,usa,Minnesota,,1999,,7,,,,,,,,"""",,,Typhimurium,-94.6858998,46.729553
5646,5646,,salmonellosis,0,0,usa,Washington,,1999,,3,,,,,,,,"""",,,Typhimurium,-120.7401385,47.7510741
5647,5647,17210,salmonellosis,0,0,usa,California,,1999,,41,,,,,,,cilantro,,restaurant,,Thompson,-119.4179324,36.778261
5648,5648,17211,salmonellosis,0,0,usa,10 states,,1999 - 2000,,,,,,,,,water,Outbreak involved ten states.,,,Bareilly,-95.712891,37.09024
5649,5649,17212,salmonellosis,0,0,usa,multiple locations,,2000,,93,,,,,,,milk,Outbreak in Pennsylvania and New Jersey.,,,Typhimurium,-95.712891,37.09024
5650,5650,,salmonellosis,0,0,usa,Pennsylvania,,2000,,,,,,,,,milk,"""",,,Typhimurium,-77.1945247,41.2033216
5651,5651,,salmonellosis,0,0,usa,New Jersey,,2000,,,,,,,,,milk,"""",,,Typhimurium,-74.4056612,40.0583238
5652,5652,17214,salmonellosis,0,0,usa,7 states,,2000,,70,,,,,,,juice,Cases in 7 states.,,,,-95.712891,37.09024
5653,5653,17216,salmonellosis,0,0,usa,California,,2000,,,y,,,,,,baked goods,Outbreak associated with contaminated bread.,restaurant,,Thompson,-119.4179324,36.778261
5654,5654,17217,salmonellosis,0,0,usa,California,,2000,,45,45,,,,,,sprouts,Outbreak caused by raw mung-bean spouts.,,,,-119.4179324,36.778261
5655,5655,17218,salmonellosis,0,0,usa,California,,2001 - 2002,,,,,,,,,cheese,,,,Newport,-119.4179324,36.778261
5656,5656,17219,salmonellosis,0,0,usa,multiple locations,,2001,,32,32,,,,,,sprouts,"Outbreak in Arizona, California, Colorado, and New Mexico was ascribed to contaminated alfalfa sprouts.",,,Kottbus,-95.712891,37.09024
5657,5657,,salmonellosis,0,0,usa,Arizona,,2001,,,y,,,,,,sprouts,"""",,,Kottbus,-111.0937311,34.0489281
5658,5658,,salmonellosis,0,0,usa,California,,2001,,,y,,,,,,sprouts,"""",,,Kottbus,-119.4179324,36.778261
5659,5659,,salmonellosis,0,0,usa,Colorado,,2001,,,y,,,,,,sprouts,"""",,,Kottbus,-105.7820674,39.5500507
5660,5660,,salmonellosis,0,0,usa,New Mexico,,2001,,,y,,,,,,sprouts,"""",,,Kottbus,-105.8700901,34.5199402
5661,5661,17220,salmonellosis,0,0,usa,Mississippi,,2001,,55,,,,,,,amphibian,Outbreak associated with amphibian contact.,,,Javiana,-89.3985283,32.3546679
5662,5662,17221,salmonellosis,0,0,usa,Minnesota,,2001,,39,,,,,,,,Outbreak associated with contact with owl pellets.,,,Typhimurium,-94.6858998,46.729553
5663,5663,17222,salmonellosis,0,0,usa,Texas (Kerr County),,2001,,109,109,,,,,,poultry - chicken,"Outbreak at a church picnic in Kerr County, Texas.",religious event   celebration,,Panama,-99.456155,30.0945305
5664,5664,17223,salmonellosis,0,0,usa,Washington,,2001,,11,,,,,,,,,,,Saintpaul,-120.7401385,47.7510741
5665,5665,17224,salmonellosis,0,0,usa,South Carolina,,2001,,688,688,,,,,,eggs,"Outbreak among 4 prisons, ascribed to shell eggs used in preparing tuna salad.",prison or correctional facility,,,-81.1637245,33.836081
5666,5666,17226,salmonellosis,0,0,usa,multiple locations,,2001,,23,23,,,,,,meat - pork,Outbreaks in New York (New York City) and Illinois (Chicago) among Hispanic persons who had ingested contaminated pork.,,,Uganda,-95.712891,37.09024
5667,5667,,salmonellosis,0,0,usa,New York (New York City),,2001,,,,,,,,,meat - pork,"""",,,Uganda,-74.0059728,40.7127753
5668,5668,,salmonellosis,0,0,usa,Illinois (Chicago),,2001,,,,,,,,,meat - pork,"""",,,Uganda,-87.6297982,41.8781136
5669,5669,17227,salmonellosis,0,0,usa,Connecticut,,2001,,12,,,,,,,cheese,,,,Newport,-73.087749,41.6032207
5670,5670,17228,salmonellosis,0,0,usa,multiple locations,,2002 - 2003,,62,,,,,,,,"Outbreak in Illinois, Indiana, Ohio, and Tennessee.",,,Typhimurium,-95.712891,37.09024
5671,5671,,salmonellosis,0,0,usa,Illinois,,2002 - 2003,,,,,,,,,,"""",,,Typhimurium,-89.3985283,40.6331249
5672,5672,,salmonellosis,0,0,usa,Indiana,,2002 - 2003,,,,,,,,,,"""",,,Typhimurium,-86.1349019,40.2671941
5673,5673,,salmonellosis,0,0,usa,Ohio,,2002 - 2003,,,,,,,,,,"""",,,Typhimurium,-82.907123,40.4172871
5674,5674,,salmonellosis,0,0,usa,Tennessee,,2002 - 2003,,,,,,,,,,"""",,,Typhimurium,-86.5804473,35.5174913
5675,5675,17229,salmonellosis,0,0,usa,Virginia,26 states,2002,,510,510,,,,,,vegetable - tomatoes,Outbreak involving 26 states was caused by tomatoes packed in Virginia.,,,Newport,-78.6568942,37.4315734
5676,5676,17230,salmonellosis,0,0,usa,46 states,,2002,,617,617,,,,,,food,Outbreak in 46 states ascribed to contaminated food handlers working at a convention center.,convention center,,Enteritidis,-95.712891,37.09024
5677,5677,17231,salmonellosis,0,0,usa,multiple locations,,2002,,47,,,,,,,meat - beef,"Outbreak in New York, Michigan, Pennsylvania, Ohio, and Connecticut.",,,Newport,-95.712891,37.09024
5678,5678,,salmonellosis,0,0,usa,New York,,2002,,,,,,,,,meat - beef,"""",,,Newport,-74.0059728,40.7127753
5679,5679,,salmonellosis,0,0,usa,Michigan,,2002,,,,,,,,,meat - beef,"""",,,Newport,-85.6023643,44.3148443
5680,5680,,salmonellosis,0,0,usa,Pennsylvania,,2002,,,,,,,,,meat - beef,"""",,,Newport,-77.1945247,41.2033216
5681,5681,,salmonellosis,0,0,usa,Ohio,,2002,,,,,,,,,meat - beef,"""",,,Newport,-82.907123,40.4172871
5682,5682,,salmonellosis,0,0,usa,Connecticut,,2002,,,,,,,,,meat - beef,"""",,,Newport,-73.087749,41.6032207
5683,5683,17232,salmonellosis,0,0,usa,Florida,32 states,2002,,141,141,,,,,transplant recipients,vegetable - tomatoes,Outbreak among transplant recipients from 32 states attending a sporting event in Florida.,sporting event,,Javiana,-81.5157535,27.6648274
5684,5684,17233,salmonellosis,0,0,usa,Maryland,,2003,,104,104,,,,,,eggs,Outbreak at a church fundraiser was ascribed to eggs used to prepare crabcakes.,religious event / celebration,,Enteritidis,-76.6412712,39.0457549
5685,5685,17234,salmonellosis,0,0,usa,Oregon,,2003,,18,18,,,,,,eggs,Outbreak caused by commercially processed egg salad.,,,Typhimurium,-120.5542012,43.8041334
5686,5686,17235,salmonellosis,0,0,usa,,,2003,,11,11,,,,,,eggs,Outbreak was related to consumption of an egg-based meringue pie.,,,Enteritidis,-95.712891,37.09024
5687,5687,17236,salmonellosis,0,0,usa,multiple locations,,2003 - 2004,,58,58,,,,,,meat - beef,"Outbreak in Connecticut, Maine, Massachusetts, New Hampshire, New York, and Vermont was caused by contaminated ground beef.",,,Typhimurium DT 104,-95.712891,37.09024
5688,5688,,salmonellosis,0,0,usa,Connecticut,,2003 - 2004,,,y,,,,,,meat - beef,"""",,,Typhimurium DT 105,-73.087749,41.6032207
5689,5689,,salmonellosis,0,0,usa,Maine,,2003 - 2004,,,y,,,,,,meat - beef,"""",,,Typhimurium DT 106,-69.4454689,45.253783
5690,5690,,salmonellosis,0,0,usa,Massachusetts,,2003 - 2004,,,y,,,,,,meat - beef,"""",,,Typhimurium DT 107,-71.3824374,42.4072107
5691,5691,,salmonellosis,0,0,usa,New Hampshire,,2003 - 2004,,,y,,,,,,meat - beef,"""",,,Typhimurium DT 108,-71.5723953,43.1938516
5692,5692,,salmonellosis,0,0,usa,New York,,2003 - 2004,,,y,,,,,,meat - beef,"""",,,Typhimurium DT 109,-74.0059728,40.7127753
5693,5693,,salmonellosis,0,0,usa,Vermont,,2003 - 2004,,,y,,,,,,meat - beef,"""",,,Typhimurium DT 110,-72.5778415,44.5588028
5694,5694,17237,salmonellosis,0,0,usa,Alaska,,2003,,48,,,,,,,,,school,,,-149.4936733,64.2008413
5695,5695,17238,salmonellosis,0,0,usa,Missouri,,2003,,101,,,,,,,,,childrens hospital,,Javiana,-91.8318334,37.9642529
5696,5696,17239,salmonellosis,0,0,usa,New York,,2003,,7,,,,,,,,,veterinary clinic,,Typhimurium,-74.0059728,40.7127753
5697,5697,17240,salmonellosis,0,0,usa,multiple locations,,2003,,9,9,,,,,,sprouts,Outbreak in Oregon and Washington was linked to alfalfa sprouts.,,,,-95.712891,37.09024
5698,5698,,salmonellosis,0,0,usa,Oregon,,2003,,,y,,,,,,sprouts,"""",,,,-120.5542012,43.8041334
5699,5699,,salmonellosis,0,0,usa,Washington,,2003,,,y,,,,,,sprouts,"""",,,,-120.7401385,47.7510741
5700,5700,17241,salmonellosis,0,0,usa,New Mexico,,2003,,14,14,,,,,,meat - beef,Outbreak caused by contaminated beef jerky.,,,Kiambu,-105.8700901,34.5199402
5701,5701,17242,salmonellosis,0,0,usa,multiple locations (?),,2004,,429,429,,,,,,vegetable - tomatoes,"Roma tomatoes sold at convenience stores were implicated, but not proven as the source. Infection by Salmonella enterica serotype anatum was also identified in humans and tomatoes at the time.",,,Javiana,-95.712891,37.09024
5702,5702,17243,salmonellosis,0,0,usa,multiple locations,,2004,,20,20,,,,,,sprouts,Outbreaks in Oregon and Washington linked to alfalfa sprouts from a single supplier.,,,,-95.712891,37.09024
5703,5703,,salmonellosis,0,0,usa,Oregon,,2004,,,y,,,,,,sprouts,"""",,,,-120.5542012,43.8041334
5704,5704,,salmonellosis,0,0,usa,Washington,,2004,,,y,,,,,,sprouts,"""",,,,-120.7401385,47.7510741
5705,5705,17245,salmonellosis,0,0,usa,New York,,2004,,80,80,,,,,,meat - beef,Outbreak associated with an ox roast.,,,,-74.0059728,40.7127753
5706,5706,17246,salmonellosis,0,0,usa,multiple locations,,2004,,31,31,,,,,,meat - beef,"Outbreak involving Colorado, Kansas, Minnesota, New Jersey, New Mexico, New York, Ohio, Tennessee, Wisconsin, and the District of Columbia was caused by contaminated ground beef.",,,Typhimurium,-95.712891,37.09024
5707,5707,,salmonellosis,0,0,usa,Colorado,,2004,,,y,,,,,,meat - beef,"""",,,Typhimurium,-105.7820674,39.5500507
5708,5708,,salmonellosis,0,0,usa,Kansas,,2004,,,y,,,,,,meat - beef,"""",,,Typhimurium,-98.4842465,39.011902
5709,5709,,salmonellosis,0,0,usa,Minnesota,,2004,,,y,,,,,,meat - beef,"""",,,Typhimurium,-94.6858998,46.729553
5710,5710,,salmonellosis,0,0,usa,New Jersey,,2004,,,y,,,,,,meat - beef,"""",,,Typhimurium,-74.4056612,40.0583238
5711,5711,,salmonellosis,0,0,usa,New Mexico,,2004,,,y,,,,,,meat - beef,"""",,,Typhimurium,-105.8700901,34.5199402
5712,5712,,salmonellosis,0,0,usa,New York,,2004,,,y,,,,,,meat - beef,"""",,,Typhimurium,-74.0059728,40.7127753
5713,5713,,salmonellosis,0,0,usa,Ohio,,2004,,,y,,,,,,meat - beef,"""",,,Typhimurium,-82.907123,40.4172871
5714,5714,,salmonellosis,0,0,usa,Tennessee,,2004,,,y,,,,,,meat - beef,"""",,,Typhimurium,-86.5804473,35.5174913
5715,5715,,salmonellosis,0,0,usa,Wisconsin,,2004,,,y,,,,,,meat - beef,"""",,,Typhimurium,-88.7878678,43.7844397
5716,5716,,salmonellosis,0,0,usa,"Washington, D.C.",,2004,,,y,,,,,,meat - beef,"""",,,Typhimurium,-77.0368707,38.9071923
5717,5717,17247,salmonellosis,0,0,usa,multiple locations (?),,2004*,,,,,,,,,fruit - mangoes,,,,Saintpaul,-95.712891,37.09024
5718,5718,17248,salmonellosis,0,1,usa / canada,,,2004 - 2005,,125,,,,,,,vegetable - tomatoes,Outbreak involved 18 American States and 1 province in Canada.,restaurant,,Braenderup,NA,NA
5719,5719,,salmonellosis,0,0,usa,18 states,,2004 - 2005,,,,,,,,,vegetable - tomatoes,"""",restaurant,,Braenderup,-95.712891,37.09024
5720,5720,,salmonellosis,0,0,canada,one province,,2004 - 2005,,,,,,,,,vegetable - tomatoes,"""",restaurant,,Braenderup,-79.8158636,43.2412097
5721,5721,17249,salmonellosis,0,0,usa,43 states,,2004 - 2011,,316,,,,,,,poultry,Outbreak involved 43 states.,,,,-95.712891,37.09024
5722,5722,17251,salmonellosis,0,0,usa,multiple locations,,2004,,10,,,,,,,poultry - live,Outbreak in Washington and Oregon related to the handling of chicks.,,,,-95.712891,37.09024
5723,5723,,salmonellosis,0,0,usa,Washington,,2004,,,,,,,,,poultry - live,"""",,,,-120.7401385,47.7510741
5724,5724,,salmonellosis,0,0,usa,Oregon,,2004,,,,,,,,,poultry - live,"""",,,,-120.5542012,43.8041334
5725,5725,17252,salmonellosis,0,0,usa,Montana,,2004,,70,,,,,,,water,,restaurant,,,-110.3625658,46.8796822
5726,5726,17253,salmonellosis,0,0,usa,Wisconsin,,2004,,4,,,,,,,reptile - turtle,Outbreak associated with pet turtles.,,,Pomona,-88.7878678,43.7844397
5727,5727,17254,salmonellosis,0,0,usa,23 states,,2005,,152,,,,,,,juice - orange,Outbreak of serotype Typhimurium and Saintpaul infections involving 23 states.,,,Typhimurium,-95.712891,37.09024
5728,5728,17255,salmonellosis,0,0,usa,Minnesota,,2005,,15,,,,,,,ice cream,"Outbreak in Oregon, Minnesota, Washington and Ohio.",,,Typhimurium,-94.6858998,46.729553
5729,5729,17258,salmonellosis,0,0,usa,Minnesota,,2005 - 2006,,27,27,,,,,,poultry - chicken,"Outbreak associated with frozen, microwavable chicken products.",,,,-94.6858998,46.729553
5730,5730,17259,salmonellosis,0,0,usa,Illinois,,2005,,22,,,,,,,,,restaurant,,,-89.3985283,40.6331249
5731,5731,17260,salmonellosis,0,0,usa,South Carolina,,2005,,304,,,1,,,,poultry - turkey,,restaurant,,,-81.1637245,33.836081
5732,5732,17261,salmonellosis,0,0,usa,multiple locations,,2005 - 2006,,7,,,,,,,feeder rodents,"Outbreak in Minnesota, Michigan, Pennsylvania, and Wyoming was related to contact with contaminated frozen rodents used to feed snakes.",,,Typhimurium,-95.712891,37.09024
5733,5733,,salmonellosis,0,0,usa,Minnesota,,2005 - 2006,,,,,,,,,feeder rodents,"""",,,Typhimurium,-94.6858998,46.729553
5734,5734,,salmonellosis,0,0,usa,Michigan,,2005 - 2006,,,,,,,,,feeder rodents,"""",,,Typhimurium,-85.6023643,44.3148443
5735,5735,,salmonellosis,0,0,usa,Pennsylvania,,2005 - 2006,,,,,,,,,feeder rodents,"""",,,Typhimurium,-77.1945247,41.2033216
5736,5736,,salmonellosis,0,0,usa,Wyoming,,2005 - 2006,,,,,,,,,feeder rodents,"""",,,Typhimurium,-107.2902839,43.0759678
5737,5737,17262,salmonellosis,0,0,usa,California,,2005,,22,,,,,,,almonds,,restaurant,,,-119.4179324,36.778261
5738,5738,17263,salmonellosis,0,0,usa,Wisconsin,,2005,,12,,,,,,,pig,,county fair,,,-88.7878678,43.7844397
5739,5739,17264,salmonellosis,0,0,usa,19 states,,2005 - 2006,,187,,,,,,,vegetable - tomatoes,Two outbreak involving 19 states.,,,Newport,-95.712891,37.09024
5740,5740,17265,salmonellosis,0,0,usa,multiple locations (?),,2005,,6,,,,,,,reptile - dragons,Outbreak was associated with exposure to water dragons (Physignathus conicinus) and a bearded dragon (Pogona sp.).,,,Kingabwa,-95.712891,37.09024
5741,5741,17266,salmonellosis,0,0,usa,North Carolina,,2005,,25,25,,,,,students,,Outbreak among students attending a food etiquette class.,,,,-79.0192997,35.7595731
5742,5742,17267,salmonellosis,0,0,usa,multiple locations (?),,2005,,26,26,,,,,,baked goods,Outbreak caused by contaminated cake mix.,,,,-95.712891,37.09024
5743,5743,17268,salmonellosis,0,0,usa,multiple locations (?),,2005,,37,37,,,,,,animal contact,"Outbreaks associated with handling Easter chicks (9 cases) and pet rodents (mice, rats, hamsters).",,,Typhimurium,-95.712891,37.09024
5744,5744,17269,salmonellosis,0,0,usa,Illinois,,2006 - 2007,,85,,,,,,,cheese,,,,Newport,-89.3985283,40.6331249
5745,5745,17270,salmonellosis,0,0,usa,Colorado,,2006,,715,715,,0,0,,,peanuts,Outbreak associated with contaminated peanut butter.,,,Tennessee,-105.7820674,39.5500507
5746,5746,17271,salmonellosis,0,0,usa,Georgia,,2006,,72,72,,0,0,,,meat,Outbreak associated with a contaminated meat slicer.,,,Montevideo,-82.9000751,32.1656221
5747,5747,17272,salmonellosis,0,0,usa,nationwide,,2006 - 2007,,56+,,,,,,,,"Outbreak nationwide, including 56 cases in Arizona.",,,Oranienburg,-95.712891,37.09024
5748,5748,,salmonellosis,0,0,usa,Arizona,,2006 - 2007,,56,,,,,,,,"""",,,Oranienburg,-111.0937311,34.0489281
5749,5749,17273,salmonellosis,0,0,usa,Colorado,,2006,,10,,,,,,,,,neonatal intensive care unit,,Tennessee,-105.7820674,39.5500507
5750,5750,17275,salmonellosis,0,0,usa,21 states,,2006 - 2008,,79,,,,,,,pet food,Outbreak involving 21 states was ascribed to contact with dry dog food.,,,Schwarzengrund,-95.712891,37.09024
5751,5751,17276,salmonellosis,0,0,usa,multiple locations (?),,2006,,,,,,,,,poultry,,,,,-95.712891,37.09024
5752,5752,17277,salmonellosis,0,0,usa,Maine,,2006,,21,21,,,,,,,Outbreak at a facility which prepares veterinary Salmonella vaccines.,laboratory,,,-69.4454689,45.253783
5753,5753,17278,salmonellosis,0,0,usa,multiple locations (?),,2006,,190,,,,,,,vegetable - tomatoes,,restaurant,,Typhimurium,-95.712891,37.09024
5754,5754,17279,salmonellosis,0,0,usa,South Carolina,,2006,,20,20,,,,,,peanuts,Outbreak ascribed to contaminated boiled peanuts.,,,,-81.1637245,33.836081
5755,5755,17280,salmonellosis,0,0,usa,Minnesota,,2006,,29,,,,,,,poultry - chicken,,,,,-94.6858998,46.729553
5756,5756,17281,salmonellosis,0,0,usa,Massachusetts,,2006,,50,,,,,,children,,Outbreak ascribed to contact with owl pellets.,elementary school,,,-71.3824374,42.4072107
5757,5757,17282,salmonellosis,0,0,usa,Pennsylvania,,2007,,29,29,,,,,,dairy product,Outbreak caused by contaminated raw milk and cheese.,,,Typhimurium,-77.1945247,41.2033216
5758,5758,17283,salmonellosis,0,0,usa,Massachusetts,,2007,,62,,,,,,,poultry,,,,Schwarzengrund,-71.3824374,42.4072107
5759,5759,17284,salmonellosis,0,0,usa,Illinois,,2007,,696,696,,,,,,vegetable - cucumbers,"Outbreak ascribed to contaminated hummus shirazi (a mixture of herbs, tomato, and cucumber).",food festival,,Heidelberg,-89.3985283,40.6331249
5760,5760,17285,salmonellosis,0,0,usa,23 states,,2007,,69,69,,0,0,,,vegetable,Outbreak in 23 states of Salmonella enterica serotype Wandsworth and serovar Typhimurium infections was ascribed to acontaminated vegetable snack.,,,multiple,-95.712891,37.09024
5761,5761,17286,salmonellosis,0,0,usa,Hawaii,,2007 - 2008,,32,32,,,,,,fish - tuna,Outbreak related to ingestion of raw ahi tuna.,,,Paratyphi B,-157.8615682,21.3155434
5762,5762,17287,salmonellosis,0,0,usa,multiple locations (?),,2007,,401,401,,0,0,,,poultry,Outbreak related to contaminated chicken and turkey pot pies.,,,"enterica serotype I 4,[5],12:i:-",-95.712891,37.09024
5763,5763,17288,salmonellosis,0,0,usa,multiple locations,,2007,,42,,,,,,,meat - beef,"Outbreak in Arizona, California, Idaho, and Nevada.",,,Newport,-95.712891,37.09024
5764,5764,,salmonellosis,0,0,usa,Arizona,,2007,,,,,,,,,meat - beef,"""",,,Newport,-111.0937311,34.0489281
5765,5765,,salmonellosis,0,0,usa,California,,2007,,,,,,,,,meat - beef,"""",,,Newport,-119.4179324,36.778261
5766,5766,,salmonellosis,0,0,usa,Idaho,,2007,,,,,,,,,meat - beef,"""",,,Newport,-114.7420408,44.0682019
5767,5767,,salmonellosis,0,0,usa,Nevada,,2007,,,,,,,,,meat - beef,"""",,,Newport,-116.419389,38.8026097
5768,5768,17289,salmonellosis,0,0,usa,Pennsylvania,,2007,,2,,,,,,,milk,,,,Typhimurium,-77.1945247,41.2033216
5769,5769,17290,salmonellosis,0,0,usa,New Jersey,,2007,,30,30,,,,,,fruit,Outbreak ascribed to fruit salad served by a contaminated hotel employee.,hotel,,Litchfield,-74.4056612,40.0583238
5770,5770,17291,salmonellosis,0,0,usa,23 states,,2007,,65,,,,,,,poultry,Outbreak involving 23 states was associated with contact with live poultry.,,,Montevideo,-95.712891,37.09024
5771,5771,17292,salmonellosis,0,0,usa,Ohio,,2007,,12,,,1,,,,reptile - turtle,,,,Pomona,-82.907123,40.4172871
5772,5772,17293,salmonellosis,0,0,usa,33 states,,2007 - 2008,,107,,,,,,,reptile - turtle,Outbreak involved pet turtles sold in 33 states.,,,Java,-95.712891,37.09024
5773,5773,17294,salmonellosis,0,0,usa,Arizona,,2007,,14,,,,,,,,,,,,-111.0937311,34.0489281
5774,5774,17295,salmonellosis,0,0,usa,12 states,,2008,,32,32,,,,,,poultry - chicken,Outbreak in 12 states related to contaminated frozen chicken dinners.,,,,-95.712891,37.09024
5775,5775,17296,salmonellosis,0,0,usa,Minnesota,,2008,,33,,,,,,,cereal,,,,Agona,-94.6858998,46.729553
5776,5776,17298,salmonellosis,0,0,usa,Minnesota,,2008,,5,,,,,,,,,restaurant,,,-94.6858998,46.729553
5777,5777,17299,salmonellosis,0,0,usa,46 states,,2008 - 2009,,714,714,,9,9,,,peanut butter,Outbreak involving 46 states was ascribed to contaminated peanut butter.,,,Typhimurium,-95.712891,37.09024
5778,5778,17301,salmonellosis,0,0,usa,44 states,,2008 - 2011,,376,,,0,,,,frogs,Outbreak involving 44 states was related to pet water frogs.,,,Typhimurium,-95.712891,37.09024
5779,5779,17302,salmonellosis,0,0,usa,Colorado,,2008,,442,,,1,,,,water,,,,Typhimurium,-105.7820674,39.5500507
5780,5780,17303,salmonellosis,0,0,usa,43 states,Canada,2008,,1446,1446,,2,2,,,vegetable,"Outbreak involving 43 states was ascribed to contaminated tomatoes and peppers; however, onions and scallions were also suspected as vehicles. Four Canadians were infected while visiting the USA during the outbreak.",,,Saintpaul,-95.712891,37.09024
5781,5781,,salmonellosis,0,0,usa,43 states,,2008,,1442,1442,,2,2,,,vegetable,"""",,,Saintpaul,-95.712891,37.09024
5782,5782,,salmonellosis,0,0,usa,43 states,Canada,2008,,4,4,,,,,,vegetable,"""",,,Saintpaul,-95.712891,37.09024
5783,5783,17304,salmonellosis,0,0,usa,Texas,,2008,,90,,,,,,,,,restaurant,,,-99.9018131,31.9685988
5784,5784,17305,salmonellosis,0,0,usa,Colorado,,2008,,442,442,,1,1,,,water,An outbreak Salmonella enterica serovar Typhimurium infection associated with a municipal water supply. Giardia and Cryptosporidium were also identified in the water.,,,Typhimurium,-105.7820674,39.5500507
5785,5785,17306,salmonellosis,0,0,usa,4 states,,2008,,22,,,,,,,,Outbreak involved 4 states.,,,Newport,-95.712891,37.09024
5786,5786,17308,salmonellosis,0,0,usa,Arizona,,2008,,58,58,,,,,,poultry - chicken,Outbreak associated with contaminated chicken served by a restaurant chain.,restaurant,,Montevideo,-111.0937311,34.0489281
5787,5787,17310,salmonellosis,0,0,usa,Connecticut,,2009,,9,,,,,,,potato salad,Outbreak of Salmonella enterica serovars Schwarzengrund and Typhimurium variant O:5- infections in Connecticut.,reception,,,-73.087749,41.6032207
5788,5788,17311,salmonellosis,0,0,usa,New York,,2009,,50,,,,,,,poultry,,,,Schwarzengrund,-74.0059728,40.7127753
5789,5789,17313,salmonellosis,0,0,usa,multiple locations,,2009,,36,36,,,,,,poultry,Outbreak in New York and Pennsylvania was associated with baby poultry from a feed store chain and mail-order hatchery.,,,Typhimurium,-95.712891,37.09024
5790,5790,,salmonellosis,0,0,usa,New York,,2009,,,y,,,,,,poultry,"""",,,Typhimurium,-74.0059728,40.7127753
5791,5791,,salmonellosis,0,0,usa,Pennsylvania,,2009,,,y,,,,,,poultry,"""",,,Typhimurium,-77.1945247,41.2033216
